Year,Subject_0,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Subject_7,Subject_8,Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Subject_16,Subject_17,Subject_18,Subject_19
1994.0000,3586.5996,5700.3776,2510.6727,6726.7225,7100.1824,4766.6768,3141.2098,6144.2072,3013.6714,4619.7402,4335.8913,5150.1226,7079.8179,5729.9775,2869.9762,5413.5501,6226.3841,3405.0375,5373.1512,5830.6690
1995.0000,3706.0562,5879.8657,2574.8730,6931.1243,7313.1176,4927.8351,3239.8237,6342.1718,3110.4933,4774.4077,4451.3919,5305.2891,7311.1163,5923.6191,2953.0612,5569.2948,6419.2707,3512.5820,5554.2014,6019.1863
1996.0000,3829.7378,6065.7022,2641.3439,7142.7558,7533.5841,5094.6935,3341.9255,6547.1385,3210.7397,4934.5458,4570.9776,5465.9437,7550.5957,6124.1098,3039.0848,5730.5481,6618.9796,3623.9303,5741.6553,6214.3713
1997.0000,3957.7940,6258.1117,2710.1659,7361.8726,7761.8485,5267.4537,3447.6387,6759.3547,3314.5319,5100.3478,4694.7931,5632.2807,7798.5453,6331.6917,3128.1510,5897.5048,6825.7521,3739.2169,5935.7393,6416.4599
1998.0000,4090.3795,6457.3267,2781.4221,7588.7394,7998.1864,5446.3242,3557.0909,6979.0769,3421.9950,5272.0143,4822.9878,5804.5009,8055.2648,6546.6157,3220.3675,6070.3667,7039.8381,3858.5812,6136.6880,6625.6964
1999.0000,4227.6545,6663.5878,2855.1986,7823.6304,8242.8836,5631.5214,3670.4143,7206.5706,3533.2592,5449.7525,4955.7167,5982.8125,8321.0644,6769.1415,3315.8456,6249.3427,7261.4962,3982.1674,6344.7442,6842.3334
2000.0000,4369.7849,6877.1442,2931.5846,8066.8295,8496.2356,5823.2689,3787.7460,7442.1106,3648.4586,5633.7772,5093.1403,6167.4309,8596.2652,6999.5379,3414.7008,6434.6491,7490.9943,4110.1247,6560.1592,7066.6329
2001.0000,4516.9424,7098.2541,3010.6723,8318.6304,8758.5486,6021.7985,3909.2276,7685.9816,3767.7327,5824.3108,5235.4244,6358.5792,8881.1998,7238.0834,3517.0524,6626.5096,7728.6096,4242.6079,6783.1934,7298.8657
2002.0000,4669.3047,7327.1846,3092.5572,8579.3374,9030.1395,6227.3500,4035.0060,7938.4783,3891.2254,6021.5836,5382.7410,6556.4883,9176.2124,7485.0661,3623.0241,6825.1561,7974.6293,4379.7769,7014.1162,7539.3125
2003.0000,4827.0561,7564.2122,3177.3385,8849.2655,9311.3364,6440.1717,4165.2332,8199.9056,4019.0860,6225.8338,5535.2682,6761.3974,9481.6594,7740.7845,3732.7441,7030.8287,8229.3507,4521.7976,7253.2067,7788.2638
2004.0000,4990.3871,7809.6234,3265.1184,9128.7408,9602.4792,6660.5209,4300.0664,8470.5796,4151.4690,6437.3082,5693.1903,6973.5540,9797.9101,8005.5476,3846.3448,7243.7759,8493.0814,4668.8414,7500.7537,8046.0204
2005.0000,5159.4950,8063.7147,3356.0031,9418.1011,9903.9195,6888.6637,4439.6686,8750.8271,4288.5344,6656.2624,5856.6979,7193.2146,10125.3463,8279.6752,3963.9635,7464.2549,8766.1401,4821.0862,7757.0563,8312.8937
2006.0000,5334.5842,8326.7931,3450.1023,9717.6960,10216.0217,7124.8758,4584.2085,9040.9869,4430.4476,6882.9609,6025.9888,7420.6444,10464.3639,8563.4987,4085.7423,7692.5322,9048.8569,4978.7157,8022.4243,8589.2063
2007.0000,5515.8662,8599.1765,3547.5297,10027.8874,10539.1629,7369.4427,4733.8607,9341.4096,4577.3803,7117.6777,6201.2674,7656.1184,10815.3724,8857.3608,4211.8284,7928.8836,9341.5732,5141.9206,8297.1782,8875.2919
2008.0000,5703.5601,8881.1940,3648.4032,10349.0501,10873.7334,7622.6598,4888.8060,9652.4580,4729.5100,7360.6963,6382.7456,7899.9209,11178.7959,9161.6168,4342.3741,8173.5946,9644.6428,5310.8980,8581.6501,9171.4963
2009.0000,5897.8927,9173.1863,3752.8444,10681.5722,11220.1375,7884.8331,5049.2317,9974.5082,4887.0204,7612.3103,6570.6425,8152.3467,11555.0735,9476.6341,4477.5372,8426.9609,9958.4319,5485.8520,8876.1836,9478.1773
2010.0000,6099.0987,9475.5063,3860.9798,11025.8556,11578.7938,8156.2794,5215.3316,10307.9491,5050.1019,7872.8239,6765.1853,8413.7007,11944.6600,9802.7935,4617.4809,8689.2887,10283.3195,5666.9941,9181.1347,9795.7055
2011.0000,6307.4213,9788.5192,3972.9398,11382.3161,11950.1357,8437.3266,5387.3064,10653.1837,5218.9515,8142.5517,6966.6090,8684.2986,12348.0260,10140.4890,4762.3744,8960.8950,10619.6983,5854.5431,9496.8717,10124.4645
